Employee_ID,Country,Age,Education_Level,Marital_Status,Number_of_Children,Industry_Sector,Years_of_Experience,Remote_Work_Type,Monthly_Salary_USD,Weekly_Work_Hours,Promotion_Last_2_Years,Work_Life_Balance_Score
44066,Australia,52,Diploma,Married,4,Government,7,No,1498,32,Yes,1.28
44067,South Africa,24,Master,Single,3,Hospitality,17,Yes,1177,48,Yes,4.15
44068,South Africa,40,High School,Married,0,Finance,23,Hybrid,1001,36,No,8.98
44069,Australia,24,Master,Married,2,Government,19,Yes,4954,35,Yes,8.48
44070,Australia,33,Diploma,Married,4,IT,30,No,3358,47,Yes,4.57
44071,Germany,26,PhD,Divorced,0,Government,8,Hybrid,2667,58,Yes,5.42
44072,USA,39,Bachelor,Single,0,Finance,24,Hybrid,1539,57,Yes,6.9
44073,Australia,48,Master,Single,3,Finance,5,Yes,1692,58,No,7.45
44074,Germany,45,Diploma,Single,0,Retail,5,No,3024,30,No,3.75
44075,South Africa,30,Bachelor,Divorced,0,Hospitality,0,No,3770,37,Yes,4.3
44076,UK,23,Diploma,Single,3,Retail,15,Hybrid,3854,32,No,6.66
44077,South Africa,44,Master,Married,2,Finance,21,Yes,5300,30,No,8.41
44078,Canada,34,Diploma,Married,0,Finance,2,No,1825,32,No,6.91
44079,Australia,59,High School,Single,4,Retail,3,Yes,5509,56,Yes,2.9
44080,South Africa,43,Master,Married,4,Education,10,No,3214,40,No,6.3
44081,South Africa,23,Bachelor,Single,1,Hospitality,28,Yes,1456,49,Yes,9.64
44082,India,52,PhD,Married,0,Retail,26,No,4576,36,No,5.01
44083,India,38,Bachelor,Married,3,Healthcare,8,No,6750,29,Yes,3.71
44084,Germany,30,PhD,Married,2,Finance,16,Yes,4882,52,No,4.46
44085,USA,35,High School,Married,3,Healthcare,27,Yes,1877,28,Yes,8.71
44086,Brazil,35,Master,Single,2,Government,0,Hybrid,2357,45,No,9.39
44087,South Africa,37,PhD,Divorced,0,Finance,6,Hybrid,6698,34,No,3.74
44088,France,59,Bachelor,Married,3,Manufacturing,0,Yes,7149,34,Yes,9.53
44089,Canada,37,Master,Single,0,IT,8,No,4416,28,No,2.67
44090,USA,48,PhD,Divorced,0,Retail,4,No,3308,58,No,9.83
44091,India,29,High School,Married,0,Finance,20,Yes,2427,53,No,8.91
44092,Japan,37,PhD,Divorced,0,Healthcare,7,Hybrid,3740,40,Yes,9.87
44093,Australia,43,Diploma,Married,2,IT,8,Hybrid,4463,29,Yes,6.66
44094,Canada,41,PhD,Divorced,0,Manufacturing,4,Yes,2831,50,No,5.98
44095,USA,42,Master,Single,2,Healthcare,21,No,3256,50,No,1.55
44096,Germany,24,High School,Married,0,Government,8,No,1453,52,Yes,1.86
44097,Japan,23,High School,Divorced,0,Retail,5,No,1210,56,No,7.89
44098,USA,53,High School,Divorced,2,Finance,14,Yes,2997,33,No,6.37
44099,Germany,51,Diploma,Divorced,0,Government,7,Yes,5095,41,Yes,9.8
44100,India,41,High School,Married,3,IT,21,No,4042,31,No,3.07
44101,Brazil,56,High School,Divorced,2,IT,14,Yes,4037,27,Yes,5.52
44102,UK,52,PhD,Married,0,Hospitality,19,Yes,4537,27,No,5.76
44103,India,47,Diploma,Divorced,2,Government,25,Yes,1854,36,No,8.11
44104,France,32,Bachelor,Divorced,0,Government,0,Yes,5309,47,Yes,2.58
44105,Australia,57,Diploma,Divorced,3,Retail,15,No,1180,56,No,1.78
44106,Japan,27,Diploma,Married,0,Government,11,Yes,3308,56,No,7.52
44107,Brazil,25,Diploma,Single,0,Hospitality,11,Yes,1297,30,No,4.83
44108,Brazil,36,Master,Single,0,Education,26,No,3037,49,No,2.2
44109,India,41,Diploma,Divorced,3,Government,11,Hybrid,4217,49,No,2.24
44110,South Africa,25,Bachelor,Single,2,Government,9,Hybrid,806,34,No,3.59
44111,Canada,57,Diploma,Single,1,Healthcare,8,No,5124,48,No,2.85
44112,Canada,21,PhD,Married,0,Government,7,Hybrid,5648,46,No,5.83
44113,UK,34,PhD,Single,0,Government,20,Yes,1672,37,No,6.87
44114,UK,54,Bachelor,Single,0,Finance,4,Hybrid,4343,41,Yes,8.74
44115,Brazil,51,High School,Single,3,Government,8,Yes,4630,53,Yes,1.46
44116,Germany,23,High School,Divorced,0,Government,27,Yes,4308,32,Yes,6.51
44117,India,27,PhD,Divorced,0,Manufacturing,7,Hybrid,2759,58,No,5.27
44118,USA,52,Master,Married,1,Healthcare,22,Hybrid,2845,58,Yes,2.47
44119,France,44,Bachelor,Married,1,Government,5,Yes,5130,42,Yes,3.61
44120,Japan,33,Master,Single,1,Healthcare,3,Hybrid,2427,51,Yes,2.21
44121,India,30,Bachelor,Married,3,IT,13,Yes,1215,30,No,9.72
44122,Australia,50,PhD,Single,0,Finance,10,No,2675,42,No,7.42
44123,UK,31,High School,Divorced,4,Retail,0,Yes,3421,45,Yes,3.07
44124,Australia,52,Diploma,Divorced,2,Education,1,No,1395,50,No,8.13
44125,USA,54,Diploma,Married,0,Hospitality,26,Hybrid,7353,34,No,2.1
44126,Australia,44,Diploma,Single,4,Education,9,No,1202,45,Yes,1.61
44127,Brazil,24,High School,Single,0,Education,19,Yes,4681,25,Yes,8.36
44128,France,41,Master,Single,3,Finance,7,Hybrid,3701,38,No,9.98
44129,USA,35,High School,Married,0,IT,19,No,5238,34,Yes,5.04
44130,Brazil,50,Master,Single,0,IT,0,Yes,1455,35,No,1.55
44131,Australia,21,PhD,Divorced,1,Manufacturing,14,Hybrid,685,33,Yes,1.9
44132,UK,39,High School,Divorced,3,Government,2,Yes,3212,52,Yes,5.59
44133,France,50,Diploma,Single,3,Hospitality,5,Yes,1191,44,No,1.07
44134,USA,59,High School,Divorced,0,Manufacturing,13,No,1106,30,No,3.01
44135,Canada,40,Diploma,Married,2,Manufacturing,4,No,2549,58,Yes,8.38
44136,Brazil,25,Diploma,Divorced,2,Government,9,Hybrid,4227,56,No,6.57
44137,Germany,50,High School,Divorced,0,Education,12,Hybrid,3427,34,No,3.88
44138,South Africa,55,Master,Married,1,Retail,30,Hybrid,3437,39,Yes,3.5
44139,South Africa,40,Bachelor,Divorced,2,Education,1,Yes,2761,43,No,7.34
44140,France,24,PhD,Married,1,IT,26,Hybrid,6776,57,Yes,5.64
44141,Brazil,59,Master,Single,1,Manufacturing,0,Yes,1165,49,No,7.27
44142,India,24,Diploma,Divorced,4,Healthcare,9,No,1687,27,No,8.29
44143,Australia,30,Diploma,Single,3,Education,0,Yes,1261,52,Yes,7.99
44144,Germany,58,Diploma,Divorced,3,Hospitality,18,Hybrid,6608,53,Yes,1.38
44145,South Africa,28,Diploma,Married,0,Government,0,Hybrid,1453,51,No,4.45
44146,UK,23,PhD,Married,2,Education,10,Yes,3993,53,Yes,2.8
44147,Germany,35,PhD,Single,0,Government,16,Yes,2331,34,Yes,4.11
44148,France,38,Master,Single,0,Manufacturing,4,No,1569,47,Yes,1.46
44149,South Africa,56,Bachelor,Divorced,2,Manufacturing,4,Hybrid,2210,49,No,4.51
44150,South Africa,47,Bachelor,Single,1,Healthcare,8,Yes,2266,42,Yes,2.28
44151,France,42,Bachelor,Married,4,Finance,0,Hybrid,7156,48,No,3.08
44152,Japan,36,Master,Single,4,Government,22,No,4039,52,No,6.04
44153,Brazil,39,Master,Divorced,0,Finance,10,No,1002,50,Yes,1.02
44154,USA,41,Diploma,Single,0,Education,27,Hybrid,4291,36,No,8.02
44155,Canada,28,Diploma,Single,3,Finance,21,Hybrid,1226,25,Yes,8.66
44156,Germany,40,Bachelor,Single,1,Finance,3,Hybrid,4243,58,No,1.81
44157,Australia,28,PhD,Married,0,IT,7,Hybrid,5507,43,Yes,2.33
44158,India,35,PhD,Married,0,IT,8,Yes,2002,31,Yes,7.34
44159,UK,46,Master,Divorced,0,Healthcare,2,No,2012,36,No,2.29
44160,Germany,26,PhD,Divorced,0,Finance,18,No,731,48,Yes,9.22
44161,Brazil,56,PhD,Divorced,0,Finance,6,Yes,5306,54,No,7.92
44162,South Africa,51,PhD,Divorced,0,Government,1,Hybrid,2684,38,Yes,5.79
44163,Germany,29,High School,Divorced,4,Finance,23,No,3350,57,Yes,4.72
44164,Brazil,37,PhD,Married,4,Education,6,No,3217,35,Yes,6.62
44165,South Africa,29,PhD,Divorced,2,Government,10,No,3638,50,Yes,9.63
44166,South Africa,57,PhD,Married,0,Healthcare,34,No,2481,42,No,2.71
44167,India,29,PhD,Single,3,Manufacturing,20,Yes,3200,27,No,9.54
44168,South Africa,25,PhD,Married,4,Hospitality,11,No,660,55,No,7.34
44169,Canada,34,PhD,Single,4,Healthcare,0,No,3140,29,Yes,5.26
44170,USA,43,Diploma,Single,0,Healthcare,12,Yes,1786,46,Yes,1.99
44171,Brazil,58,PhD,Married,2,Finance,10,Hybrid,1667,50,Yes,4.87
44172,Australia,29,Diploma,Married,0,Hospitality,11,No,944,47,No,9.14
44173,Canada,51,Diploma,Divorced,4,Education,26,Hybrid,2291,52,No,6.87
44174,Germany,44,High School,Divorced,4,Finance,2,Yes,2979,39,Yes,2.9
44175,India,35,PhD,Married,1,Hospitality,3,No,1395,37,Yes,9.01
44176,USA,59,PhD,Single,0,Government,0,No,1107,34,No,2.1
44177,Germany,57,Master,Divorced,4,Finance,1,Hybrid,6172,30,Yes,5.04
44178,France,37,High School,Married,4,Hospitality,10,Yes,1849,33,Yes,2.13
44179,France,56,High School,Single,0,Education,11,Hybrid,1759,50,Yes,4.93
44180,UK,58,Bachelor,Divorced,4,Manufacturing,3,No,2524,40,Yes,7.31
44181,Brazil,44,Master,Married,0,Government,12,No,1551,40,No,2.37
44182,India,27,Bachelor,Married,2,IT,3,Hybrid,4046,56,No,3.73
44183,Japan,23,High School,Single,3,Education,3,No,4716,46,No,1.82
44184,USA,48,Master,Married,0,Government,7,Yes,5078,29,Yes,8.27
44185,France,31,Master,Single,3,Hospitality,13,Hybrid,6809,28,No,5.32
44186,Canada,24,Bachelor,Single,4,Education,6,No,5299,33,No,9.55
44187,Australia,43,High School,Single,2,Government,7,Hybrid,2188,47,Yes,6.36
44188,France,22,PhD,Married,0,Government,6,No,2400,29,Yes,6.69
44189,Canada,59,Master,Single,4,Manufacturing,3,Yes,1297,30,No,1.76
44190,Brazil,53,Bachelor,Divorced,1,Healthcare,10,No,3844,56,No,9.25
44191,India,25,PhD,Single,0,Finance,0,No,5931,53,No,1.55
44192,France,44,PhD,Single,4,Hospitality,6,Yes,4092,39,Yes,4.41
44193,Australia,57,Diploma,Married,0,Manufacturing,23,Hybrid,4321,42,No,8.02
44194,France,28,High School,Single,2,Manufacturing,5,Yes,6633,31,No,4.32
44195,Japan,58,Diploma,Single,4,Education,24,Hybrid,4040,59,No,5.52
44196,UK,34,PhD,Married,1,Healthcare,13,No,2120,26,Yes,4.45
44197,USA,35,Diploma,Married,4,Education,32,No,4844,53,Yes,5.09
44198,USA,37,Bachelor,Single,3,Education,16,Hybrid,6370,53,Yes,8.66
44199,South Africa,45,Diploma,Single,2,Government,5,Hybrid,4615,45,Yes,8.92
44200,UK,44,Diploma,Single,0,Education,6,Yes,3152,27,No,7.36
44201,Canada,34,PhD,Divorced,1,Finance,9,Yes,3941,38,Yes,2.77
44202,Australia,24,Bachelor,Single,0,Manufacturing,13,Yes,621,50,No,7.21
44203,Canada,46,Bachelor,Divorced,0,Manufacturing,7,No,2991,51,No,6.92
44204,Japan,40,High School,Single,0,Hospitality,7,Yes,3283,39,No,3.16
44205,Germany,50,Bachelor,Single,3,IT,11,Yes,3122,55,No,7.25
44206,France,47,Diploma,Divorced,0,Hospitality,6,No,3329,58,Yes,8.42
44207,USA,39,Diploma,Married,0,IT,3,Yes,5542,28,Yes,2.31
44208,USA,39,Diploma,Single,4,Hospitality,7,Yes,3690,26,Yes,5.08
44209,Germany,28,PhD,Married,0,Finance,0,No,5572,26,No,7.7
44210,Brazil,56,PhD,Divorced,1,Education,20,No,3217,46,Yes,4.76
44211,South Africa,52,Bachelor,Married,2,IT,0,No,4083,47,No,7.29
44212,USA,49,High School,Married,4,Hospitality,25,Hybrid,2839,49,No,4.1
44213,Germany,26,PhD,Single,0,Education,12,Hybrid,3797,27,No,2.33
44214,India,29,Master,Divorced,3,Education,3,No,3425,37,Yes,7.98
44215,South Africa,43,Bachelor,Married,4,Manufacturing,6,Hybrid,1412,43,No,1.03
44216,Brazil,54,Master,Divorced,4,Education,3,Yes,1527,55,Yes,8.48
44217,Germany,32,Bachelor,Married,0,Healthcare,12,Hybrid,1958,34,No,2.4
44218,South Africa,50,Master,Married,3,Healthcare,16,Hybrid,1354,33,Yes,2.58
44219,Australia,21,Diploma,Married,0,Manufacturing,22,Hybrid,3177,56,No,7.27
44220,Canada,52,PhD,Married,0,Retail,10,No,8080,56,No,2.13
44221,Germany,30,High School,Single,0,Government,3,No,6582,44,Yes,4.86
44222,South Africa,30,High School,Divorced,1,Education,12,No,3181,56,No,4.94
44223,Canada,30,High School,Single,0,Healthcare,5,No,4741,33,Yes,3.58
44224,Japan,28,Bachelor,Married,0,IT,4,Yes,6701,57,No,4.58
44225,Brazil,53,High School,Divorced,0,Healthcare,7,Hybrid,2511,33,Yes,5.04
44226,Australia,34,Diploma,Married,0,Government,19,Yes,3883,44,Yes,5.14
44227,UK,32,PhD,Divorced,3,Finance,6,Hybrid,1883,28,Yes,3.45
44228,South Africa,48,Diploma,Single,2,Finance,24,Yes,3051,29,No,1.24
44229,Australia,40,Bachelor,Single,1,Healthcare,6,Yes,5652,25,No,2.14
44230,Australia,34,Diploma,Single,3,Hospitality,6,Yes,2889,58,Yes,7.03
44231,Canada,43,High School,Single,3,Retail,1,No,2286,48,No,6.44
44232,USA,40,High School,Divorced,0,Hospitality,3,Hybrid,2183,59,No,1.34
44233,Japan,37,Bachelor,Single,1,Education,4,Yes,3346,29,No,9.29
44234,France,32,PhD,Single,0,Government,8,Yes,8261,34,No,3.92
44235,Canada,30,Diploma,Single,2,Hospitality,15,Hybrid,974,46,No,5.69
44236,Australia,34,PhD,Divorced,3,Government,16,Yes,6073,48,No,7.26
44237,Australia,51,Master,Married,2,Healthcare,19,Yes,3274,47,No,3.12
44238,South Africa,45,Master,Divorced,0,Manufacturing,9,Yes,625,36,No,5.68
44239,Canada,32,High School,Divorced,0,Government,9,No,4880,26,No,9.98
44240,Japan,21,High School,Divorced,2,Healthcare,20,No,6845,38,Yes,2.31
44241,India,35,Diploma,Divorced,0,Healthcare,12,No,1108,27,No,4.42
44242,Australia,43,Bachelor,Single,4,Education,24,Yes,3883,41,No,8.4
44243,South Africa,39,High School,Divorced,2,Healthcare,16,No,2286,41,Yes,2.65
44244,USA,44,Bachelor,Single,1,Education,20,No,1830,27,Yes,4.46
44245,Australia,44,High School,Divorced,2,Hospitality,6,No,1337,48,Yes,2.47
44246,USA,28,High School,Single,0,Healthcare,5,No,524,53,No,2.32
44247,Canada,57,Master,Divorced,3,Healthcare,7,No,2226,56,No,3.72
44248,Germany,31,Diploma,Divorced,3,Government,16,No,5838,55,No,4.15
44249,India,58,Diploma,Single,4,Manufacturing,28,No,4864,56,No,5.1
44250,UK,32,PhD,Divorced,0,Education,17,Hybrid,3435,53,No,7.77
44251,France,42,Diploma,Divorced,2,IT,21,Yes,3931,48,Yes,6.05
44252,Canada,30,High School,Single,3,Retail,4,Hybrid,5260,39,No,8.55
44253,Japan,34,High School,Divorced,0,Retail,8,No,2914,58,No,7.96
44254,Germany,21,High School,Single,0,Education,16,No,1761,58,No,4.65
44255,Germany,35,PhD,Divorced,1,IT,19,No,2598,54,No,1.07
44256,Canada,51,Master,Married,3,Retail,5,Hybrid,5656,53,Yes,1.36
44257,South Africa,48,Master,Single,0,IT,8,Hybrid,1360,49,No,4.34
44258,Canada,31,Master,Divorced,4,Education,16,Yes,1014,48,Yes,6.73
44259,South Africa,52,High School,Married,4,Government,5,No,1778,59,Yes,8.9
44260,Germany,49,Bachelor,Single,2,Government,26,Yes,5563,50,No,5.11
44261,Germany,23,Diploma,Divorced,0,Education,0,Yes,1724,47,Yes,2.13
44262,India,54,High School,Married,3,Manufacturing,15,Hybrid,996,43,Yes,2.85
44263,India,35,Master,Single,4,Manufacturing,25,Hybrid,6357,34,No,7.41
44264,India,57,Bachelor,Single,2,Retail,12,No,2700,33,Yes,5.88
44265,Germany,45,Master,Divorced,1,Finance,9,Hybrid,4016,35,No,1.19
44266,Germany,49,Bachelor,Married,2,Education,10,Hybrid,1642,39,No,6.67
44267,Japan,32,Diploma,Single,0,Government,31,Hybrid,6392,54,No,8.27
44268,Canada,26,Diploma,Divorced,0,Hospitality,10,No,5064,32,Yes,6.52
44269,USA,51,Bachelor,Married,0,Education,17,Hybrid,3246,45,No,5.19
44270,UK,35,Diploma,Divorced,4,Healthcare,2,No,536,52,No,7.2
44271,Japan,36,Master,Married,0,Retail,15,Yes,537,59,Yes,2.46
44272,Japan,28,Diploma,Divorced,4,Government,10,No,2071,43,No,4.4
44273,Japan,44,Master,Married,3,Finance,7,Hybrid,3894,47,Yes,3.76
44274,Australia,22,PhD,Single,3,Education,0,No,4738,55,Yes,9.44
44275,South Africa,40,PhD,Divorced,0,Finance,2,Hybrid,2416,32,Yes,3.87
44276,Japan,22,High School,Single,1,Manufacturing,16,No,2592,35,No,4.13
44277,Japan,26,Diploma,Single,4,Finance,13,Hybrid,2846,28,Yes,1.7
44278,Germany,30,Master,Single,2,IT,32,Hybrid,1924,52,Yes,3.06
44279,Japan,37,Master,Single,0,Healthcare,24,Yes,2116,56,No,4.78
44280,Brazil,30,Diploma,Single,3,Hospitality,15,Hybrid,4637,47,No,6.97
44281,USA,34,High School,Divorced,1,Healthcare,17,Hybrid,3716,40,Yes,3.56
44282,Brazil,26,Master,Married,0,Retail,6,Hybrid,851,33,Yes,8.18
44283,South Africa,25,Diploma,Married,4,Hospitality,26,Hybrid,3620,48,Yes,9.27
44284,Germany,59,Master,Married,0,Government,0,No,6747,41,Yes,7.98
44285,Australia,24,PhD,Divorced,3,Finance,24,Hybrid,6918,30,No,4.11
44286,Australia,55,Diploma,Married,0,Manufacturing,23,No,1386,31,Yes,6.41
44287,UK,59,Diploma,Divorced,0,IT,11,Hybrid,1403,43,No,5.31
44288,Brazil,44,Master,Married,2,Finance,8,No,702,45,No,8.16
44289,India,47,Bachelor,Divorced,0,Government,26,Hybrid,1199,49,Yes,7.81
44290,Australia,48,High School,Single,0,IT,10,Hybrid,1176,47,No,6.92
44291,Japan,35,PhD,Divorced,1,IT,12,Hybrid,3839,47,Yes,7.84
44292,Australia,57,High School,Married,0,Healthcare,0,Hybrid,1973,47,Yes,9.27
44293,UK,51,Master,Divorced,2,Government,14,No,556,49,Yes,2.04
44294,Australia,49,High School,Divorced,3,Healthcare,31,No,1973,41,Yes,1.08
44295,USA,27,Master,Single,0,Government,2,Yes,6066,32,Yes,7.12
44296,Canada,48,Diploma,Married,0,Healthcare,3,Yes,2869,46,Yes,8.92
44297,UK,59,PhD,Divorced,3,Hospitality,3,No,1277,53,No,7.36
44298,Australia,40,Bachelor,Married,0,Healthcare,16,Yes,2599,29,No,9.97
44299,Brazil,40,PhD,Single,3,IT,8,Hybrid,1210,34,Yes,2.56
44300,UK,26,PhD,Divorced,2,Hospitality,2,No,4100,45,Yes,1.92
44301,Canada,41,Master,Married,4,Education,9,Yes,6772,28,Yes,7.86
44302,Australia,58,High School,Single,0,Manufacturing,20,No,1700,26,No,9.2
44303,South Africa,24,High School,Single,3,Manufacturing,19,No,2483,58,Yes,4.5
44304,Japan,55,Diploma,Married,0,Manufacturing,28,Yes,2100,51,Yes,3.56
44305,France,59,Diploma,Single,0,Manufacturing,1,Hybrid,3711,55,Yes,6.51
44306,Japan,26,Master,Married,0,Manufacturing,0,Hybrid,3171,43,No,3.65
44307,South Africa,59,Diploma,Divorced,0,Manufacturing,5,Yes,3788,46,Yes,2.4
44308,Brazil,32,Diploma,Married,3,Education,15,Hybrid,904,43,No,8.63
44309,Australia,54,Bachelor,Single,0,Manufacturing,14,No,3063,55,Yes,8.07
44310,Brazil,52,Diploma,Divorced,1,Finance,22,No,3650,33,No,9.71
44311,France,43,High School,Single,2,Healthcare,0,No,1807,46,No,7.88
44312,Japan,37,Diploma,Single,0,Hospitality,1,Hybrid,5044,32,No,2.05
44313,France,40,Bachelor,Divorced,3,Healthcare,5,Yes,3448,43,No,9.98
44314,Canada,40,Bachelor,Married,3,Hospitality,10,Yes,6285,32,No,3.61
44315,Canada,45,Master,Single,0,Government,25,Hybrid,2455,38,Yes,2.6
44316,India,23,Bachelor,Divorced,0,Hospitality,29,No,935,46,Yes,3.99
44317,USA,59,Diploma,Single,0,Manufacturing,5,Yes,3145,36,No,2.14
44318,UK,29,Diploma,Married,3,Hospitality,2,Hybrid,7467,49,Yes,6.11
44319,Brazil,59,Bachelor,Married,2,Government,30,No,1903,53,Yes,9.79
44320,Brazil,39,High School,Divorced,1,Education,24,Hybrid,3574,43,No,8.19
44321,Canada,58,Master,Divorced,0,Manufacturing,14,Hybrid,747,36,Yes,1.06
44322,France,28,PhD,Single,4,Finance,16,No,6550,51,Yes,6.72
44323,Australia,54,High School,Single,4,Government,22,No,2861,28,Yes,7.05
44324,UK,53,PhD,Married,3,IT,21,Yes,7244,38,No,2.63
44325,Germany,45,High School,Married,0,Education,16,Hybrid,6277,56,No,4.11
44326,Australia,57,Master,Divorced,0,Healthcare,3,Yes,5649,59,No,5.1
44327,USA,46,Bachelor,Single,2,Manufacturing,22,Yes,1690,56,Yes,7.53
44328,Brazil,50,Master,Single,4,IT,0,Yes,5550,34,No,3.04
44329,USA,31,High School,Married,2,Government,28,Yes,6836,42,No,7.33
44330,Brazil,57,High School,Divorced,3,Finance,8,No,1243,54,No,6.15
44331,Australia,52,PhD,Divorced,0,Education,27,No,1567,50,Yes,5.43
44332,India,54,Bachelor,Divorced,2,Manufacturing,10,Yes,1041,55,No,4.72
44333,Germany,48,High School,Married,4,Education,12,No,3255,26,No,1.69
44334,Australia,25,Diploma,Single,0,Hospitality,2,No,1361,39,No,6.61
44335,USA,42,Diploma,Single,2,Education,21,No,1973,52,No,3.25
44336,UK,24,Diploma,Single,0,Retail,1,Hybrid,5359,27,Yes,6.24
44337,France,36,PhD,Married,1,Healthcare,10,No,5686,29,No,9.2
44338,India,46,Diploma,Single,0,IT,16,No,1015,40,Yes,9.76
44339,India,57,High School,Divorced,4,Manufacturing,8,Hybrid,2625,52,Yes,2.6
44340,Canada,55,PhD,Single,4,Manufacturing,18,Hybrid,2738,27,Yes,8.82
44341,India,41,High School,Divorced,2,IT,2,No,1625,38,Yes,1.19
44342,USA,28,Master,Married,2,Government,6,Hybrid,1860,52,Yes,8.64
44343,South Africa,38,Diploma,Married,0,IT,7,No,1632,40,Yes,7.63
44344,India,50,High School,Single,0,Manufacturing,1,Yes,6984,26,Yes,1.27
44345,USA,27,High School,Married,0,Finance,0,Hybrid,1276,57,Yes,9.39
44346,India,43,PhD,Married,3,Hospitality,22,No,5114,39,Yes,2.87
44347,Brazil,37,Master,Divorced,4,Government,6,Hybrid,1004,39,Yes,3.06
44348,Germany,54,Bachelor,Married,2,IT,0,Yes,1170,43,No,4.47
44349,Canada,27,Diploma,Married,0,Government,16,Yes,2665,30,No,2.05
44350,Brazil,57,High School,Single,0,Finance,9,No,630,48,No,7.23
44351,USA,36,Bachelor,Divorced,0,Manufacturing,6,Hybrid,3723,34,Yes,8.4
44352,USA,23,Bachelor,Single,0,Healthcare,10,Yes,4885,49,No,8.0
44353,UK,40,Master,Married,3,Retail,13,Hybrid,2895,59,No,4.13
44354,France,37,Bachelor,Married,4,IT,4,No,1766,28,No,6.41
44355,Brazil,34,Bachelor,Married,4,Government,5,No,6996,28,Yes,6.69
44356,UK,47,Bachelor,Divorced,0,Retail,25,No,1406,58,No,5.73
44357,USA,36,Master,Single,2,Education,19,Hybrid,1707,36,No,3.92
44358,UK,42,Diploma,Married,4,Government,13,No,4549,29,No,6.33
44359,Australia,36,Diploma,Single,4,IT,22,Yes,2874,42,Yes,2.03
44360,UK,40,Bachelor,Divorced,2,IT,0,No,1988,46,Yes,6.06
44361,South Africa,49,High School,Single,0,Finance,24,Yes,1645,32,Yes,6.56
44362,Canada,48,High School,Single,2,Hospitality,16,Yes,3461,49,No,5.65
44363,Germany,58,Master,Single,3,Hospitality,12,No,1376,25,No,3.62
44364,South Africa,47,Master,Single,0,IT,6,No,3947,29,No,4.06
44365,South Africa,53,Master,Single,0,Government,20,No,1103,42,No,3.19
44366,South Africa,24,Master,Single,2,Finance,11,Yes,875,52,Yes,7.74
44367,Australia,50,Master,Single,4,Finance,7,Hybrid,1356,49,Yes,9.34
44368,Japan,46,Diploma,Married,0,Healthcare,12,Hybrid,1961,37,No,4.84
44369,Canada,57,Diploma,Single,4,Manufacturing,5,No,7076,42,Yes,2.8
44370,UK,56,PhD,Divorced,0,IT,10,Hybrid,2867,51,Yes,6.37
44371,Germany,41,Master,Married,4,Manufacturing,8,Hybrid,4649,41,Yes,1.66
44372,UK,59,High School,Married,0,Finance,23,No,3787,50,Yes,2.72
44373,South Africa,56,High School,Single,0,Hospitality,17,Yes,1593,52,Yes,6.97
44374,South Africa,50,Bachelor,Divorced,4,Education,17,Hybrid,2730,26,Yes,5.79
44375,Australia,48,Master,Single,2,Retail,26,No,1747,32,No,5.29
44376,Japan,45,PhD,Divorced,1,Healthcare,23,No,5205,33,No,1.14
44377,Australia,44,Master,Married,2,Hospitality,25,No,2277,47,Yes,6.31
44378,Germany,22,PhD,Single,0,Government,8,Hybrid,2354,44,Yes,1.64
44379,France,42,High School,Divorced,0,IT,14,Yes,1618,25,Yes,5.63
44380,Germany,43,Master,Married,0,IT,5,No,1311,36,Yes,3.79
44381,Japan,34,Diploma,Divorced,4,Government,3,Hybrid,4751,29,Yes,9.01
44382,South Africa,30,Diploma,Divorced,3,IT,9,No,6895,35,Yes,3.37
44383,Australia,45,Bachelor,Single,0,Healthcare,2,No,2303,48,No,4.4
44384,UK,35,Bachelor,Married,4,Finance,30,Hybrid,4826,52,No,9.44
44385,Australia,31,PhD,Single,0,Education,14,Yes,4421,58,Yes,9.76
44386,Brazil,43,High School,Married,4,Retail,16,Yes,4232,52,Yes,8.46
44387,South Africa,33,Master,Divorced,0,Retail,0,No,6776,41,No,3.14
44388,France,54,Bachelor,Married,0,Retail,3,Yes,8016,53,No,8.23
44389,India,26,PhD,Married,0,Hospitality,25,Yes,1053,33,Yes,7.0
44390,USA,21,Master,Married,0,Finance,1,No,4315,31,No,9.83
44391,India,52,PhD,Single,2,Finance,23,No,1260,54,Yes,5.12
44392,UK,57,Diploma,Married,0,Retail,5,No,2241,32,Yes,4.69
44393,India,55,High School,Married,0,Hospitality,22,No,5152,25,No,1.97
44394,South Africa,58,Bachelor,Married,2,Healthcare,3,Yes,5049,38,No,1.52
44395,USA,58,Master,Single,4,IT,22,No,3240,42,Yes,4.79
44396,South Africa,32,Master,Married,2,Manufacturing,6,Hybrid,1479,54,No,4.26
44397,USA,24,Bachelor,Single,3,Retail,7,Yes,1981,44,Yes,5.62
44398,USA,51,PhD,Married,3,Education,6,Yes,2010,52,Yes,5.72
44399,India,41,PhD,Divorced,0,Hospitality,30,Yes,3679,31,No,6.54
44400,UK,45,Master,Single,0,Healthcare,11,No,3145,26,No,9.54
44401,Canada,32,PhD,Divorced,0,IT,5,Yes,1706,34,No,9.84
44402,USA,37,PhD,Married,4,Retail,25,No,2323,55,Yes,8.52
44403,Germany,38,PhD,Divorced,0,Retail,3,No,6345,34,No,3.55
44404,Japan,40,Diploma,Married,0,Finance,4,Hybrid,5254,38,Yes,1.98
44405,Brazil,24,PhD,Divorced,0,Government,33,No,2584,27,Yes,2.32
44406,Japan,26,PhD,Divorced,3,Healthcare,14,No,954,46,Yes,5.73
